Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER kucing i kalau terbuka pintu sikit terus panjat pagar \xf0\x9f\x99\x84\xf0\x9f\x99\x84 belajar dr monyet ke apa',0,0,0,0,0,0,0,0,0,0,0,0
"USER Iya monyet2 juga sedih, kandang orang utan yg ada air disekelilingnya jg parah sih, kotoe bgt. Orang utan nya gakliatan ntah kmana kaya film RISE THE PLANET OF THE APES :(\n\nIya yg danau dkt kandang buaya pun kaya rawa2 gt. Kalo dulu kan ada w",0,0,0,0,0,0,0,0,0,0,0,0
USER KPK di berhentikan? Yang paling bagus itu DPR yang di bubarkan bosUSER,1,0,0,1,0,0,0,0,1,0,1,0
USER USER Tapi aku tetap berdiri kukuh dengan tweet pertama aku. Menggunakan agama untuk mainan politik.,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Nah loh Zul \xf0\x9f\x98\x82\xf0\x9f\x98\x81 mosok selembar softex dibilang lebih berharga dari congor lu Zul \xf0\x9f\x98\x9c USER',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,1,1,0,0,0,0,0,1,1,0,0
RT USER Mending loe beritain mentri joko atau jokowi nya yg mundur krn gagal hadirkan pemerintah yg berkualitas minimal ber IQ,1,0,1,0,0,0,0,0,1,1,0,0
Bertemu dg tokoh agama non muslim juga pak de....supaya seimbang....,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Yang pasti Bukan keluarga pki di Negara Pancasila yang Berbhinneka Tunggal ika ini keluarga nya',0,0,0,0,0,0,0,0,0,0,0,0
"Seriuus neh berita ??? Polisi mau ikutan politik... Kok braninya ama tukang becak... Emang dia doang yg pakek... Dah mulai ketakutan yaa.. ""power syndrome melanda istana"" vs tukang becak. USER USER USER USER USER",1,0,0,1,0,0,0,0,1,0,1,0
"MenAgama jangan hanya OMDO, harus mengumumkan ayat rampasan halal & Allah SWT janjikan rampasan, SALAH & hrs dibuang",1,0,0,1,1,0,0,0,0,0,1,0
"Tidak memulai memberikan salam kepada Ahlu Kitab, sebab Rasulullah Shallallaahu \xe2\x80\x98alaihi wa sallam bersabda :\xe2\x80\x9d Janganlah kalian terlebih dahulu memberi salam kepada orang-orang Yahudi dan Nasrani\xe2\x80\xa6.. \xe2\x80\x9d (HR. Musli",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Penistaan bencong',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER Ohhhhh, kader moncong putih kan? Ciri khas cebong, pasti serang ke Islamnya.., coba yg ngelakui tapir psti MINGKEM'",1,1,0,1,0,0,0,0,1,0,1,0
Melepaskan orang yg kamu cintai jauh lebih sulit dibanding menerima cinta yg baru yg asing bagi hatimu.ipadnews',0,0,0,0,0,0,0,0,0,0,0,0
"USER Ada gak selama ini kasus mobil yg sedang parkir, kondisi mesin mati, lalu bisa terbakar. Ini bisa bahaya jika mobil diparkir dlm garasi rumah, bisa penyebab kebakaran. Tapi kasus itu tdk pernah terjadi kecuali kasus mobil neno warisman. Past",0,0,0,0,0,0,0,0,0,0,0,0
USER Ikutilah seruan ulama yang hanif ð???,0,0,0,0,0,0,0,0,0,0,0,0
Nurul Arifin tak Goyah Hadapi Survei USER #BandungGeulis #BandungHarmonis #bandungvotenuruli #calonwalikotabandung #calonwalikotabandung2018,0,0,0,0,0,0,0,0,0,0,0,0
typo lagi kampang :))))))',0,1,0,0,0,0,0,0,0,0,0,0
"USER Mungkin masih banyak masyarakat tionghoa yg lebih pancasialis dr pada wong jowo cm nggak terekpos aja, contoh nyata pak kwik ekonom dan ustadz felix siauw \xf0\x9f\x98\x85'",1,0,0,1,0,1,0,0,0,0,1,0
Keren...... Kapan umat Budha kita usir dari Indonesia?,1,0,0,1,1,0,0,0,0,0,1,0
"Ha .. ha .. Banyak baca biar pintar ... JEPANG, AMERIKA, CHINA... Utang sama siapa ... Anda tau enggak ..?",0,0,0,0,0,0,0,0,0,0,0,0
Terdapat satu kajian di mana Bani Jawi atau pun bangsa Melayu itu berasal daripada keturunan Nabi Ibrahim AS dari isteri ke 3 yang bernama Siti Qaturah atau Katurah di mana banyak tertulis di kitab kitab kuno yahudi. KATURAH bermaksud kemenyan atau wangi,0,0,0,0,0,0,0,0,0,0,0,0
"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!",1,1,0,1,0,0,0,0,1,0,1,0
Memang cerita A Quiet Place ni semua bisu tak boleh bercakap eh ? Tak expect pon mcm ni \xf0\x9f\x98\x85',0,0,0,0,0,0,0,0,0,0,0,0
USER Ngobrol ayok ama aku yang cantiq dri cina ini wkwk',0,0,0,0,0,0,0,0,0,0,0,0
Setya novanto pengen mati. Ehh yaudah sihh mati aja sono,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER Tolol...apa hubungannya dgn rumahtangga?urus saja kerjaanmu,gk usah banyak cakap.kamu jadi menteri di PECAT,jd gubernur,malah membuat jakarta semakin gk karuan.sebentar lagi juga hancur tuh jakarta....'",1,1,1,0,0,0,0,0,1,1,0,0
Lebih baik MUKMIN YANG ADIL daripada musyrik atau kafir yang zhalim.,1,0,0,1,1,0,0,0,0,0,1,0
"USER Asperger ato nggak, autis ato nggak pokoknya seberapapun beda seseorang dgn yg lain bukan jd pasal untuk dibully....beda itu indah'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER ,,, Ahok paham, bhw PB nya akan dijadikan bahan utk menyerang p Jokowi oleh kelompok bani Togel 212 kang ,,, spt halny pemberian remisi kpd Napi : 1. Teroris, Koruptor dan Narkoba kang ,,, jd P Ahok ingin bebas murni, spy tdk ada",1,0,1,0,0,0,0,0,1,1,0,0
Saracen dan narkoba. Jakarta jadi apa kalo dipimpin anies URL,1,0,1,0,0,0,0,0,1,1,0,0
Foto ini Menampar saya !!!!; ; Awalnya saya hanya sekilas melihat foto yang banyak dishare ini dimana Habib Luthfi bin Yahya sedang menangis memeluk seorang ulama pada Konferensi Internasional Bela...,0,0,0,0,0,0,0,0,0,0,0,0
"Penyebab macetnya divestasi saham Freeport, salah satunya adalah terbitnya Peraturan Pemerintah Nomor 20 tahun 1994 yang menyatakan, perusahaan penanaman modal asing tidak diwajibkan mendivestasi sahamnya kepada pihak Indonesia.\n\n#Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0
"Kalau melihat agama dan kebudayaan, jadi teringat bagaimana budaya mempengaruhi orang2 Kristen Yunani dan Yahudi pd gereja purba dan konflik2nya, akhirnya Rasul Paulus pun turun tangan utk meredakan konflik yg ada, atau saat kita mempelajari hal itu dida",0,0,0,0,0,0,0,0,0,0,0,0
belum bisa maju si PENJILAT KOTORAN AHOK ini Guntur Romli Tuding Asma Dewi Terkait Anies-Sandi URL,1,1,1,0,0,0,0,0,1,1,0,0
USER Aku suka memek kok..',0,1,0,0,0,0,0,0,0,0,0,0
"Semoga dilancarkan . ""mayoritas pemilih di Jawa Timur menginginkan Saifullah Yusuf atau Gus Ipul menjadi Gubernur Provinsi Jawa Timur"".; #KabehSedulurKabehMakmur; #GusIpulPutiMenang; #GusIpulMbakPuti; ;",0,0,0,0,0,0,0,0,0,0,0,0
USER Najis not wkwk',0,1,0,0,0,0,0,0,0,0,0,0
"Ahok di tuduh menista agama cuma SATU AYAT di dalam Kitab suci (Al Quran); ; USER menista Al-Quran yg terdiri 114 surat, 30 juz dan 6236 ayat.; ; Kalau menghina satu ayat kena hukuman 2 tahun penjara, tinggal mengalikan aja brp tahun hukuman yg pan",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Cina babi tuh yang bikin rusak Indonesia. Bantai aja,1,1,0,1,0,1,0,0,0,0,0,1
RT USER: Yang ber #tatto yg lagi di #entot ... kayaknya sih tailand punya ... enjoy gays! #kontol #coli #bahancoli URL,0,1,0,0,0,0,0,0,0,0,0,0
Tionghoa katanya kaya? Kok pada putus sekolah? Kebanyakan dugem?,1,0,0,1,0,1,0,0,0,0,1,0
"Hello USER USER USER USER jika undangan ini benar, boleh kah kegiatan begini? Mengundang hanya satu Paslon Pilkada",0,0,0,0,0,0,0,0,0,0,0,0
USER Dia mafia kelas kakap. Join sini juga jadi maho',0,1,0,0,0,0,0,0,0,0,0,0
"USER Kamu aja mainan hole baru, aku mau cari titit baru'",0,1,0,0,0,0,0,0,0,0,0,0
USER nyinyir trussss!!! Dasar grup onta',1,1,0,1,0,0,0,0,1,0,1,0
USER Eh ngentod gakusah ngegas!',1,1,1,0,0,0,0,1,0,1,0,0
USER klo mmang benar dngan smua ini &amp; tanpa adanya hukuman buat si Bangke keturunan Babi keparat ini. Cukuplah sudah penderitaan yg di alami Rakyat indonesia (Nusantara yg di dlmnya bahasa adat istiadat budaya ras agama suku dll)\n_Pemimpin a,1,1,1,0,0,0,0,0,1,1,0,0
"USER \xe2\x99\xa1.\xe3\x80\x80Hinata sontak terkejut dan mengerjap beberapa saat. Untungnya, ia pernah belajar bahasa asing jadi ia bisa mengerti arti ucapan sosok yang baru ditemuinya ini.\n\n\xe3\x80\x80\xe3\x80\x80""Ah, selamat malam. Namaku Hyu",0,0,0,0,0,0,0,0,0,0,0,0
sekenario besar lagi di siapkan untuk melemahkan/membinasakan kpk.kalau tdk berhasil imbasny lengserkan jokowi ganti pemimpin pro korupsi,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER Ada juga hadits yg terangkai dg pecahnya 71 cabang di Yahudi, 72 di Nasrani kan?'",0,0,0,0,0,0,0,0,0,0,0,0
Makin hari berita makin lucu saja. Akrobat politik dilakukan demi menggerus elektabilitas Presiden Jokowi yang begitu tinggi.,0,0,0,0,0,0,0,0,0,0,0,0
USER Jd clear islam nusantara bkn agama cm budaya doang ya brooh yg d pengaruhi ajaran islam btw scr kgk langsug bs d blg kafir ya pe nganutnya kl menngacu ucpn ente',1,1,1,0,1,0,0,0,0,1,0,0
"Rasa-rasanya, ingin bercerita pada sang kakak. Meminta kekuatan darinya. Tapi yang didapat hanya bisu tanpa suara, dijawab pun, entah lah.'",0,0,0,0,0,0,0,0,0,0,0,0
USER kolam buaya kagak ada qey',0,0,0,0,0,0,0,0,0,0,0,0
"islam di indonesia itu adalah islam nusantara, islam yang sudah di modifikasi sedemikian rupa supaya masuk dengan budaya indonesia yang beragam, islam nusantara adalah islam yang toleran.",0,0,0,0,0,0,0,0,0,0,0,0
"Si janda kembali nyebar hoax dgn gagahnya, tapi culunnya tep muncul melebihi gaya gagahnya. Kesimpulannya, janda culun\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x91\x8d'",1,1,1,0,0,0,0,0,1,1,0,0
"USER Nah itu dia....hadeh rejim amatir!!!,*muakmuakmuak* ingin segera 2019, ingin segera #2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,1,0
"USER waduh, nggak takut kena eek burung tuh?'",0,0,0,0,0,0,0,0,0,0,0,0
"masuknya Jokowi sebagai tokoh muslim yang berpengaruh di dunia berdasarkan Lembaga survei The Muslim 500, merupakan bukti perjuangan presiden kepada umat muslim di Indonesia; #TokohMuslimBerpengaruh #TheMuslim500 #jokowi #muslimindonesia #mediaindonesia",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Iya semua mulai dari ta* yang disebarin ahog.. makanya cebong macam lo makin subur\xf0\x9f\x98\x9c',1,1,1,0,0,0,0,0,1,1,0,0
Seorang yang mengaku Kristen tetapi hidup tidak ada bedanya dengan orang - orang dunia ini menjadi demikian kabur sehingga tidak mencerminkan kemuliaan Allah dan tidak menjadi kesaksian bagi Kristus -Harold M. Freligh',0,0,0,0,0,0,0,0,0,0,0,0
USER USER najis bngt lo berdua kenapasi bully adek atip\xf0\x9f\x98\x9e',1,1,0,1,0,0,0,0,1,0,1,0
Super Gubernur Indonesia memang membanggakan..?; Beda kelasnya dengan Gubernur Reklamasi yang dibangga2kan para cukong. ?; #2019GantiPresiden; #2019PresidenBaru; #CukupSatuPeriode; ;,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER Otak kalian gak sampe sih makanya professor Aja kalian remehkan... udah pada minum kencing onta blom? Biar pintar',1,1,1,0,0,0,0,0,1,1,0,0
USER USER HTI sama wahabi mugkin layak di bubarkan,1,0,0,1,1,0,0,0,0,0,0,1
"Toh kita bukan negara satu agama. Gak akan hilanglah budaya itu cuma karena pengaruh satu agama. Yah kecuali si mayoritas ini masih kayak sekarang sih, rese maksa-maksa orang yang tidak satu agama sekalipun.",1,0,0,1,1,0,0,0,0,0,1,0
bisa sinting sih lama lama waw. URL,0,1,0,0,0,0,0,0,0,0,0,0
Nun budek apa gimana?? URL,0,1,0,0,0,0,0,0,0,0,0,0
\xe2\x86\xbb\n\n... dan homo jadi mau tidak mau saya pun merasa harus membuktikan kalau saya tidak banci ke orang-orang namun sepertinya gagal karena banyak faktor apalagi dengan wajah saya yang bisa dibilang terlalu manis. Kedoyanan para wanita untuk di uwel-uwel. \n\n\xe2\x86\xb,0,1,0,0,0,0,0,0,0,0,0,0
USER Ke goblog an yang hqq ketika pacaran bertahun2 tapi gatau ketemu..fake ppl is everywhere.. mesakno se tapi kok heran aku wkwkwk',0,1,0,0,0,0,0,0,0,0,0,0
Ratusan Massa Ormas Islam Geruduk LBH Jakarta: Ganyang PKI! URL URL,1,0,0,1,0,1,0,0,0,0,0,1
"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival * die'",0,0,0,0,0,0,0,0,0,0,0,0
"Alhamdulillah Pak USER dekat lagi dengan ulama. Sering silaturahmi ke pesantten. Tiga tahun silam Pak JKW jarang ke pesantren. Bahkan ke ulama yang berseberangan, gak mau bertemu. Ada apa ya",0,0,0,0,0,0,0,0,0,0,0,0
"Dengan keadaan ekonomi skrg, baik laaa kamu kamu dan kamu pikir mcm mne nk majukan hidup, mcmâ?¦",0,0,0,0,0,0,0,0,0,0,0,0
"USER Yg bawak kabur 35 T si hanggo ke singapura, si monyet ni diam aja'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Inilah efek ajaran bani cingkrang jidat item pantat panci.',1,1,0,1,1,0,0,0,0,0,1,0
"mudah untuk melihat seseorang lebih condong ke arah mana di sosial media. \nyang pertama, akunnya perempuan (pict nyolong di google)\nyang kedua, gambar anonymous (ga jelas manusia apa kampret)\nyang ketiga, akunnya ada embel-embel nama pahlawan. dan dr semua itu mereka kaum MCA'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER kaget anjir mentab penuh kirain apa',0,1,0,0,0,0,0,0,0,0,0,0
"Dulu USER dizalimi kroni-kroninya megawati keluar jd pemenang,sekarang dizalimi kroni-kroninya USER daur ulang sejarah USER",1,0,1,0,0,0,0,0,1,1,0,0
USER SAMA ANJIR. menurut gue udah bener banget tapi ternyata zonk?!?!',0,1,0,0,0,0,0,0,0,0,0,0
RT USER USER USER Udah benar langkah pemerintah utk bubarkan. Slain jd akun nyinyir kader jebolan HTI bbrpx,1,0,1,0,1,0,0,0,0,1,0,0
Gambar ini pernah saya posting; ; Mereka lucu &amp; menghibur pada zamannya tapi tidak pernah menjadikan agama sebagai obyek kelucuan; ; Zaman Now anda tentu paham...,0,0,0,0,0,0,0,0,0,0,0,0
"Ini kenapa gerombolan pembela PKI keluar semua, ternyta mereka satu kolam dengan para pendukung penista. Hadeh",1,0,0,1,0,1,0,0,0,0,1,0
USER Itu ank udik yg dibelakang bisa minggir gak',1,1,1,0,0,0,0,0,1,1,0,0
USER Ok dibayarin sipit\xf0\x9f\x98\x82 minta aja uangnya ke dia USER',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Politik luar yah bgtu om asal mau berkhianat dan menguntungkan asing ya jngnkan pernghargaan .jabatan super aja bisa ksh oleh aseng',0,0,0,0,0,0,0,0,0,0,0,0
"Semakin kagum dg Gubernur rasa Presiden ini...luarr biasa smart,brilian,lugas,tegas...dan ga perlu pura2 nge-tes staff nya.",0,0,0,0,0,0,0,0,0,0,0,0
USER berburu bunga bangkai kuy/?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Rapihkan dong jakarta. Jangan karena sakit hati Lu pura pura diam.\nMau Nyapres ? Mikir Lu aseng',1,0,1,0,0,0,0,0,1,1,0,0
kangen edan USER USER',0,1,0,0,0,0,0,0,0,0,0,0
"USER [temen hamil diluar nikah, suaminya adek kls gua dan di d.o pas gua dh lulus. dr wkt wisuda udh ada org tua murid yg berasa itu perut blendung bkn karna gendut. Sempet dibecandain jg kl dia hamil eh taunya beneran. Skrg udh lahiran &amp; yah m",0,0,0,0,0,0,0,0,0,0,0,0
Biar Allah turunkan balasan pada orang-orang partai pendukung jokowi yang suka zalimi orang lain yang tidak bersalah,1,0,0,1,0,0,0,0,1,0,1,0
USER USER Yg dongo kaum kafir hahaha',1,1,0,1,1,0,0,0,0,0,1,0
Terhitung dalam 2 tahun terakhir sudah 4 kali Presiden USER hadir di tengah-tengah keluarga besar PPP. ; Ini menunjukkan kecintaan dan hubungan emosional yg sangat kuat antara PPP dengan Presiden USER ; #PPPForJokowi; #MunasUlamaPPP ; #Romahurmuziy ;,0,0,0,0,0,0,0,0,0,0,0,0
USER tapi nanti jadi kangen kristen-robert yg dulu:(',0,0,0,0,0,0,0,0,0,0,0,0
RT USER Selanjutnya...Lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang.\n........\n #TomohonInternationalFlowerFestival'",0,0,0,0,0,0,0,0,0,0,0,0
USER saat dipimpin USER jg menjadi pendorong kuat bagi UMP layak &amp; program #BPJS . Era penuh perubahan di kalangan buruh baik migran maupun lokal URL #JokowiCakImin #JokowiMajukanEkonomiUmat #JOIN2019 #JOINJombang #,0,0,0,0,0,0,0,0,0,0,0,0
Ini 11 Hal Yang Dilarang Bagi (Wakil) Agen Penjual Reksa Dana,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Fahami apa itu politik, bahwa ada politik Islam, ada politik sekukerisme demokrasi, ada politik sosialis komunis.'",0,0,0,0,0,0,0,0,0,0,0,0
"paling mau muntah liat lagak nya USER, jadi orang sok iye banget hoek",1,1,1,0,0,0,0,0,1,1,0,0
Ibaratnya sekarang gaya hidup dan budaya asli mereka telah hilang dan benar-benar kehilangan jati dirinya.,0,0,0,0,0,0,0,0,0,0,0,0
USER Boleh kok kan cma yayasan atau kampusnya yg dibangun berdasarkan asas agama katolik / kristen tpi nerima murid yg beragama apa aja kok hehe',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Cebong emang tolol, klimaks dgn berita hoax'",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER Baru juga tuker cincin udah ditanya makanannya /sipitin mata/ belokin dikit itu mata ron, sipit bener'",1,0,1,0,0,0,1,0,0,1,0,0
USER USER Ri lu nonton brodus cina ga?',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: ternyata Kotoran Ayam Tidak Najis?\n\n===========\n\nBismillah, alhamdulillah was sholaatu wassalam \xe2\x80\x98ala Rasulillah, waba\xe2\x80\x99du.\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,1,1,1,0,0,0,0,0,1,1,0,0
"USER Ahok simulut jamban, tokoh yg punya nilai bahasa indonesia dan norma etika 0, tai kucing'",1,1,1,0,0,0,0,0,1,1,0,0
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA USER',1,1,1,0,1,0,1,0,0,1,0,0
"Venezuela saat ini dilanda krisis ekonomi. Krisis yang dialami Venezuela ini sebenarnya sudah dimulai sejak tahun 2013 yakni sejak kematian mantan Presiden Venezuela, Hugo Chavez.\nURL",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Sabarlah..kerajaan sekarang akan laksanakan sati persatu...takkan kawin hari ni besok dapat cicit...contoh kejayaan yang ketara...selain penurunan harga tomato, kerajaan juga telah berjaya menurunkan nilai ringgit dan pelabur asi",0,0,0,0,0,0,0,0,0,0,0,0
"UU Pendidikan, menolak. UU Perbankan Syariah, menolak. UU Ekonomi Syari'ah, menolak. UU Anti Pornografi, menolak. UU Jaminan Produk Halal, menolak. ; ; Lalu mengaku Hizbullah dan Mujahid?; ; Mendingan cukur heula bulu irungna, Bray! Eta geus rambay. Rudet",0,0,0,0,0,0,0,0,0,0,0,0
Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari',1,1,0,1,0,0,0,0,1,0,1,0
Rakyat menolak KERAS!! Jika Indonesia dipimpin oleh komplotan MAFIA &amp; BAJINGAN ini! URL,1,1,0,1,0,0,0,0,1,0,1,0
Bolot atau emang kagak nyambung? URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER Bacot apanya, gue ngulang perkataan gue gegara lu budek'",1,1,1,0,0,0,1,0,0,1,0,0
"1. Kemarin bersama bapak Presiden meninjau Bandara Kertajati (BIJB) di Jawa Barat, yg Insyaallah akan dilakukan soft opening pd bulan Mei ini. Bandara ini akan melayani penerbangan domestik, Internasional, dan angkutan Haji.",0,0,0,0,0,0,0,0,0,0,0,0
Alangkah indahnya USER di bubarkan URL,1,0,0,1,0,0,0,0,1,0,1,0
"Jadi ya... gak bisa menghakimi juga semua yang bahasanya campur2 itu sok. Bisa jadi dia sedang belajar, bisa jadi dia lagi menyampaikan dalam bahasa yang bukan kebiasaan dia, bisa jadi kata asing itu ga ada padanan super pasnya di bahasa lain.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Bukannya ada gereja Kristen jawa ya?',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Maaf,dukunnya sedang sibuk bakar menyan utk bani kampret.'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER bukan salah GST ke? Sebelum pru14 beriya2 salahkan gst. Penipu ke munafik ni?',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Kata Sembahyang mengadopsi tradisi lokal pada masa kerjaan Hindu.\n\nIstilah\xc2\xa0sembahyang\xc2\xa0pun lahir dari tradisi ritus\xc2\xa0menyembahHyang (Yang Tunggal), sama dengan\xc2\xa0shalat menyembah All",0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh.. Untuk rakyatnya... Ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah, bukan kritik tapi nyela.. Coba dpr tugasnya apa? 3 t",0,0,0,0,0,0,0,0,0,0,0,0
"HAHAHA...TANGKAP TERUS, SEMUA DITANGKAP YA JOKOWI! URL",1,0,1,0,0,0,0,0,1,1,0,0
"Melalui Sedulur Ngaji, semoga Allah ijinkan Gus Ipul Mbak Puti jadi Gubernur dan Wagub Jatim; ; #SedulurNgajiKotaBatu ; #SedulurNgajiJombang; #JombanGemerlap; USER; USER; USER; USER; USER; USER; USER",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Dangkal otak kamu, tidak semua yg benci suharto itu pki.'",1,1,1,0,0,0,0,0,1,1,0,0
Mending jokowi yg mundur URL,1,0,1,0,0,0,0,0,1,1,0,0
USER Sama anjir mangkanya gua on disini mulu',0,1,0,0,0,0,0,0,0,0,0,0
GURU DESA SEI KANAN DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0,0,0,0,0,0,0,0,0,0,0
RT USER Sudahlah kalo sampean ini mau cari-cari kesalahan dan kelemahan kpk yg ujung-ujungnya kpk bisa di bubarkan,1,0,0,1,0,0,0,0,1,0,1,0
USER coba pap dulu pas sehun lagi nete sama lu. baru w percaya. wkwkwkwk',0,1,0,0,0,0,0,0,0,0,0,0
"hm tercyduk kan luh, bangsad.'",1,1,1,0,0,0,0,0,1,1,0,0
USER tai jijay markojay',0,1,0,0,0,0,0,0,0,0,0,0
USER Wah berarti bapak mendukung orang2 yang buang sampah sembarangan nih dari pada orang yang memproteksi lautan rakyat Indonesia? Bapak ijazah nya beli?',1,0,1,0,0,0,0,0,1,1,0,0
"Banyak orang yang bilang kalau genderowo itu besar, tapi sebenernya lebih besar lagi cinta aku sama kamu dibandingkan besarnya genderowo.'",0,0,0,0,0,0,0,0,0,0,0,0
"Prabowo:"" Kita akn berantas penindas muslim! Kelihatan bgt gak adil. Kl pemimpin yg baik tuh blg ""Kita akn berantas semua penindas agama""",1,0,1,0,0,0,0,0,1,1,0,0
Xl kunyuk balik ke as lah taikk',1,1,0,1,0,0,0,0,1,0,1,0
banci anjr wkwkwk USER URL,0,1,0,0,0,0,0,0,0,0,0,0
Mayoritas Warga Tak Ingin Jokowi Jadi Presiden Lagi #KlikRMOL #survei,0,0,0,0,0,0,0,0,0,0,0,0
bangkai wkwks ini tuh kayak abis putus trs terngiang2 dulu tuh yg mandiin kucing dia.. eeeeeee bae2',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER Karena gak ada kristen transnasional yang ingin merubah dasar negara Indonesia, makanya gak perlu embel2 \xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83'",0,0,0,0,0,0,0,0,0,0,0,0
TNI HARUS BERGERAK PKI SUDAH BANGKIT DAN MERAJALELA......!!!!LENGSERKAN JOKOWI GagAL TOTAL MEMIMPIN INDONESIA. URL,1,0,1,0,0,0,0,0,1,0,0,1
13. Setelah kita sepakati karakteristik pribadi kita cermati kondisi faktual internal SBY-PD: SBY bukan taipan harta tdk melimpah kayak JK,1,0,1,0,0,0,0,0,1,1,0,0
"\xe2\x80\x9cSaya lihat juga bagus jambanisasi tadi, membikin jamban-jamban keluarga kurang lebih Rp2 juta per jamban,\xe2\x80\x9d tutur Presiden seraya menambahkan pembangunan sanitasi baik bagi keluarga dan kesehatan lingkungan di kampung.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER IYA. SOALNYA LOE ga tahu junjungan loe toh membantai 200 lebih orang timtim peristiwa santa cruz... juga menculik aktivis, ga tahu di mana skrang... Loe ga sadar kalau junjunganmu itu penjahat internasional d",1,1,1,0,0,0,0,0,1,1,0,0
"NGAKAK! Rupiah Melemah, Warganet: Gak Ada Berita Begini di Metro TV",1,0,0,1,0,0,0,0,1,0,1,0
jika negara tunduk kepada FPI kita lengserkan lagi semua pejabat yang terlibat,1,0,0,1,1,0,0,0,0,0,1,0
"RT USER: Tiap pulang mama selalu nanya ""mana pacarnya, suruh main kesini""\nYaelah ma, anakmu ini masih tergila-gila ama orang kuriahh\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER lu emang udah maho kan njir',1,1,1,0,0,0,0,0,1,1,0,0
RT USER Prabowo bermimpi klou jdi RI 1 mustahil jdi jngan mimpi di siang bolong mas piyu sakit mimpi nya,1,0,1,0,0,0,0,0,1,1,0,0
